Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2012-13,2013-14,2014-15,2015-16,2016-17,Source document,Source table,URL
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Governance of Australian Government Superannuation Schemes Act 2011,6406,7051.803746,8888.231793,9306.807063,10338.56851,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Governor-General Act 1974,210718,202322.821,178421.2105,161346.8223,194742.976,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Judges' Pensions Act 1968,306087,368382.0266,323919.2729,227935.8799,166570.7197,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Parliamentary Contributory Superannuation Act 1948,12159,14115.63649,12591.12259,9802.47547,10642.11324,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Parliamentary Superannuation Act 2004,277671,296455.2203,243030.2744,284223.4182,279031.1251,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Same-Sex Relationships (Equal Treatment in Commonwealth Laws - Superannuation) Act 2009,2243103,2335882.678,2017606.569,1418134.99,1806959.484,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Superannuation Act 1922,55293,47961.33372,37254.57722,46999.87893,39963.82323,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Superannuation Act 1976,45910,58084.5151,62217.37033,45310.86933,58144.63445,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Superannuation Act 1990,331898,387008.1238,431385.2025,522036.9434,672000.0553,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Departmental expenses,Departmental appropriation,Public Sector Superannuation,912333,749709.939,973673.6888,918384.7057,885371.1978,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Departmental expenses,Expenses not requiring appropriation in the Budget year,,43679,41148.89626,39216.21125,30565.86117,24475.70902,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.3: Nation Building Funds and DisabilityCare Australia Fund,Administered expenses,Special accounts,Building Australia Fund Special Account,496917,418278.0773,396052.1322,348560.4596,328582.3178,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.3: Nation Building Funds and DisabilityCare Australia Fund,Administered expenses,Special accounts,Education Investment Fund Special Account,55922,48493.0061,39335.27348,35551.60276,38428.25505,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.3: Nation Building Funds and DisabilityCare Australia Fund,Administered expenses,Special accounts,Health and Hospitals Fund Special Account,4668754,5409933.259,6774190.81,6465359.974,6184262.185,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.3: Nation Building Funds and DisabilityCare Australia Fund,Administered expenses,Special accounts,DisabilityCare Australia Fund Special Account 4,382204,311506.6821,390029.2499,335068.8779,383402.4365,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Grants in Aid - Animals Australia,320766,366579.3978,468129.9676,532802.8733,666296.5139,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Grants in Aid - Australian Institute of Policy and Science,233417,278379.693,329981.9506,400548.4723,406225.5169,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
